Location	Experiment type	File	Day	Sample	Day_sample	Patient	Repeat			
.//FMHP017_018_and_FMSP059_060/Day_5/FCS/13Aug24_FMHP017_018_and_FMSP059_060_Day_5/Day_5_FMHP017_018_and_FMSP059_060_FMSP059_A.fcs	FMS data	Day 5 FMHP017_018 and FMSP059_060_FMSP059 A.fcs	Day 5	FMSP059_A	Day_5_FMSP059_A	FMSP059	A			7
.//FMHP017_018_and_FMSP059_060/Day_5/FCS/13Aug24_FMHP017_018_and_FMSP059_060_Day_5/Day_5_FMHP017_018_and_FMSP059_060_FMSP059_B.fcs	FMS data	Day 5 FMHP017_018 and FMSP059_060_FMSP059 B.fcs	Day 5	FMSP059_B	Day_5_FMSP059_B	FMSP059	B			7
.//FMHP017_018_and_FMSP059_060/Day_5/FCS/13Aug24_FMHP017_018_and_FMSP059_060_Day_5/Day_5_FMHP017_018_and_FMSP059_060_FMSP059_C.fcs	FMS data	Day 5 FMHP017_018 and FMSP059_060_FMSP059 C.fcs	Day 5	FMSP059_C	Day_5_FMSP059_C	FMSP059	C			7
.//FMHP017_018_and_FMSP059_060/Day_0/FCS/08Aug24_FMHP017_018_and_FMSP059_060_Day_0/Day_0_FMHP017_018_and_FMSP059_060_FMHP059_Prolif_Check.fcs	Proliferation check				Day_0_FMHP017_018_and_FMSP059_060_FMHP059_Prolif_Check	FMSP059	7			7
.//FMHP017_018_and_FMSP059_060/Day_0/FCS/08Aug24_FMHP017_018_and_FMSP059_060_Day_0/Day_0_FMHP017_018_and_FMSP059_060_FMSP060_A.fcs	FMS data	Day 0 FMHP017_018 and FMSP059_060_FMSP060 A.fcs	Day 0	FMSP060_A	Day_0_FMSP060_A	FMSP060	A			7
.//FMHP017_018_and_FMSP059_060/Day_0/FCS/08Aug24_FMHP017_018_and_FMSP059_060_Day_0/Day_0_FMHP017_018_and_FMSP059_060_FMSP060_B.fcs	FMS data	Day 0 FMHP017_018 and FMSP059_060_FMSP060 B.fcs	Day 0	FMSP060_B	Day_0_FMSP060_B	FMSP060	B			7
.//FMHP017_018_and_FMSP059_060/Day_0/FCS/08Aug24_FMHP017_018_and_FMSP059_060_Day_0/Day_0_FMHP017_018_and_FMSP059_060_FMSP060_C.fcs	FMS data	Day 0 FMHP017_018 and FMSP059_060_FMSP060 C.fcs	Day 0	FMSP060_C	Day_0_FMSP060_C	FMSP060	C			7
.//FMHP017_018_and_FMSP059_060/Day_5/FCS/13Aug24_FMHP017_018_and_FMSP059_060_Day_5/Day_5_FMHP017_018_and_FMSP059_060_FMSP060_A.fcs	FMS data	Day 5 FMHP017_018 and FMSP059_060_FMSP060 A.fcs	Day 5	FMSP060_A	Day_5_FMSP060_A	FMSP060	A			7
.//FMHP017_018_and_FMSP059_060/Day_5/FCS/13Aug24_FMHP017_018_and_FMSP059_060_Day_5/Day_5_FMHP017_018_and_FMSP059_060_FMSP060_B.fcs	FMS data	Day 5 FMHP017_018 and FMSP059_060_FMSP060 B.fcs	Day 5	FMSP060_B	Day_5_FMSP060_B	FMSP060	B			7
.//FMHP017_018_and_FMSP059_060/Day_5/FCS/13Aug24_FMHP017_018_and_FMSP059_060_Day_5/Day_5_FMHP017_018_and_FMSP059_060_FMSP060_C.fcs	FMS data	Day 5 FMHP017_018 and FMSP059_060_FMSP060 C.fcs	Day 5	FMSP060_C	Day_5_FMSP060_C	FMSP060	C			7
.//FMHP017_018_and_FMSP059_060/Day_0/FCS/08Aug24_FMHP017_018_and_FMSP059_060_Day_0/Day_0_FMHP017_018_and_FMSP059_060_FMHP060_Prolif_Check.fcs	Proliferation check				Day_0_FMHP017_018_and_FMSP059_060_FMHP060_Prolif_Check	FMSP060	7			7
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMSP062_A.fcs	FMS data	Day 0 FMHP019_022 and FMSP062_064_FMSP062 A.fcs	Day 0	FMSP062_A	Day_0_FMSP062_A	FMSP062	A			7
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMSP062_B.fcs	FMS data	Day 0 FMHP019_022 and FMSP062_064_FMSP062 B.fcs	Day 0	FMSP062_B	Day_0_FMSP062_B	FMSP062	B			7
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMSP062_C.fcs	FMS data	Day 0 FMHP019_022 and FMSP062_064_FMSP062 C.fcs	Day 0	FMSP062_C	Day_0_FMSP062_C	FMSP062	C			7
.//FMHP019_022_and_FMSP062_064/Day_5/FCS/30Sep24_FMHP019_22_and_FMSP062_064_Day_5/Day_5_FMHP019_022_and_FMSP062_064_FMSP062_A.fcs	FMS data	Day 5 FMHP019_022 and FMSP062_064_FMSP062 A.fcs	Day 5	FMSP062_A	Day_5_FMSP062_A	FMSP062	A			7
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5__ALDP002_CpG_PBMC_B.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_CpG_CD19+_A.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_CpG_CD19+_B.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_CpG_CD19+_C.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_CpG_PBMC_A.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_CpG_PBMC_C.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_IL2CpG_CD19+_A.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_IL2CpG_CD19+_B.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_IL2CpG_CD19+_C.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_IL2CpG_PBMC_A.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_IL2CpG_PBMC_B.fcs	PBMC vv CD19 experiment				_					
.//ALDP002_PBMC_+_B_cells_29May24_to_03Jun24/03Jun24_ALDP002_PBMC_+_CD19+_Stim_IL2+_CpG/Day_5_ALDP002_IL2CpG_PBMC_C.fcs	PBMC vv CD19 experiment				_					
.//FMHP019_022_and_FMSP062_064/Day_5/FCS/30Sep24_FMHP019_22_and_FMSP062_064_Day_5/Day_5_FMHP019_022_and_FMSP062_064_FMSP062_B.fcs	FMS data	Day 5 FMHP019_022 and FMSP062_064_FMSP062 B.fcs	Day 5	FMSP062_B	Day_5_FMSP062_B	FMSP062	B			
.//FMHP019_022_and_FMSP062_064/Day_5/FCS/30Sep24_FMHP019_22_and_FMSP062_064_Day_5/Day_5_FMHP019_022_and_FMSP062_064_FMSP062_C.fcs	FMS data	Day 5 FMHP019_022 and FMSP062_064_FMSP062 C.fcs	Day 5	FMSP062_C	Day_5_FMSP062_C	FMSP062	C			
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMSP062_Prolif_Check.fcs	Proliferation check				Day_0_FMHP019_022_and_FMSP062_064_FMSP062_Prolif_Check	FMSP062	7			
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMSP064_A.fcs	FMS data	Day 0 FMHP019_022 and FMSP062_064_FMSP064 A.fcs	Day 0	FMSP064_A	Day_0_FMSP064_A	FMSP064	A			
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMSP064_B.fcs	FMS data	Day 0 FMHP019_022 and FMSP062_064_FMSP064 B.fcs	Day 0	FMSP064_B	Day_0_FMSP064_B	FMSP064	B			
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMSP064_C.fcs	FMS data	Day 0 FMHP019_022 and FMSP062_064_FMSP064 C.fcs	Day 0	FMSP064_C	Day_0_FMSP064_C	FMSP064	C			
.//FMHP019_022_and_FMSP062_064/Day_5/FCS/30Sep24_FMHP019_22_and_FMSP062_064_Day_5/Day_5_FMHP019_022_and_FMSP062_064_FMSP064_A.fcs	FMS data	Day 5 FMHP019_022 and FMSP062_064_FMSP064 A.fcs	Day 5	FMSP064_A	Day_5_FMSP064_A	FMSP064	A			
.//FMHP019_022_and_FMSP062_064/Day_5/FCS/30Sep24_FMHP019_22_and_FMSP062_064_Day_5/Day_5_FMHP019_022_and_FMSP062_064_FMSP064_B.fcs	FMS data	Day 5 FMHP019_022 and FMSP062_064_FMSP064 B.fcs	Day 5	FMSP064_B	Day_5_FMSP064_B	FMSP064	B			
.//FMHP019_022_and_FMSP062_064/Day_5/FCS/30Sep24_FMHP019_22_and_FMSP062_064_Day_5/Day_5_FMHP019_022_and_FMSP062_064_FMSP064_C.fcs	FMS data	Day 5 FMHP019_022 and FMSP062_064_FMSP064 C.fcs	Day 5	FMSP064_C	Day_5_FMSP064_C	FMSP064	C			
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMSP064_Prolif_Check.fcs	Proliferation check				Day_0_FMHP019_022_and_FMSP062_064_FMSP064_Prolif_Check	FMSP064	7			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP065_A.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP065 A.fcs	Day 0	FMSP065_A	Day_0_FMSP065_A	FMSP065	A			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP065_B.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP065 B.fcs	Day 0	FMSP065_B	Day_0_FMSP065_B	FMSP065	B			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP065_C.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP065 C.fcs	Day 0	FMSP065_C	Day_0_FMSP065_C	FMSP065	C			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP065_A.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP065 A.fcs	Day 5	FMSP065_A	Day_5_FMSP065_A	FMSP065	A			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP065_B.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP065 B.fcs	Day 5	FMSP065_B	Day_5_FMSP065_B	FMSP065	B			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP065_C.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP065 C.fcs	Day 5	FMSP065_C	Day_5_FMSP065_C	FMSP065	C			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP065_Prolif_Check.fcs	Proliferation check				Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP065_Prolif_Check	FMSP065	7			
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMSP066_A.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMSP066_A.fcs	Day_0	FMSP066_A	Day_0_FMSP066_A	FMSP066	A			
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMSP066_B.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMSP066_B.fcs	Day_0	FMSP066_B	Day_0_FMSP066_B	FMSP066	B			
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMSP066_C.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMSP066_C.fcs	Day_0	FMSP066_C	Day_0_FMSP066_C	FMSP066	C			
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMSP066_A.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMSP066_A.fcs	Day_5	FMSP066_A	Day_5_FMSP066_A	FMSP066	A			
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMSP066_B.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMSP066_B.fcs	Day_5	FMSP066_B	Day_5_FMSP066_B	FMSP066	B			
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_CD3_CD10_FMO.fcs	FMO									
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_CD14_FMO.fcs	FMO									
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_CD19_FMO.fcs	FMO									
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_CD21_FMO.fcs	FMO									
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_CD22_FMO.fcs	FMO									
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_CD24_FMO.fcs	FMO									
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_CD27_FMO.fcs	FMO									
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_CD38_FMO.fcs	FMO									
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_IgD_FMO.fcs	FMO									
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_IgM_FMO.fcs	FMO									
".//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_L,2f,D_FMO.fcs"	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_CD21_FMO.fcs	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_CD3_CD10_FMO.fcs	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_CD14_FMO.fcs	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_CD19_FMO.fcs	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_CD22_FMO.fcs	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_CD24_FMO.fcs	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_CD27_FMO.fcs	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_CD38_FMO.fcs	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_IgD_FMO.fcs	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_IgM_FMO.fcs	FMO									
".//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_L,2f,D_FMO.fcs"	FMO									
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMSP066_C.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMSP066_C.fcs	Day_5	FMSP066_C	Day_5_FMSP066_C	FMSP066	C			
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMSP067_A.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMSP067_A.fcs	Day_0	FMSP067_A	Day_0_FMSP067_A	FMSP067	A			
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMSP067_B.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMSP067_B.fcs	Day_0	FMSP067_B	Day_0_FMSP067_B	FMSP067	B			
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMSP067_C.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMSP067_C.fcs	Day_0	FMSP067_C	Day_0_FMSP067_C	FMSP067	C			
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMSP067_A.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMSP067_A.fcs	Day_5	FMSP067_A	Day_5_FMSP067_A	FMSP067	A			
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMSP067_B.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMSP067_B.fcs	Day_5	FMSP067_B	Day_5_FMSP067_B	FMSP067	B			
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMSP067_C.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMSP067_C.fcs	Day_5	FMSP067_C	Day_5_FMSP067_C	FMSP067	C			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP068_A.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP068 A.fcs	Day 0	FMSP068_A	Day_0_FMSP068_A	FMSP068	A			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP068_B.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP068 B.fcs	Day 0	FMSP068_B	Day_0_FMSP068_B	FMSP068	B			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP068_C.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP068 C.fcs	Day 0	FMSP068_C	Day_0_FMSP068_C	FMSP068	C			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP068_A.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP068 A.fcs	Day 5	FMSP068_A	Day_5_FMSP068_A	FMSP068	A			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP068_B.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP068 B.fcs	Day 5	FMSP068_B	Day_5_FMSP068_B	FMSP068	B			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP068_C.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP068 C.fcs	Day 5	FMSP068_C	Day_5_FMSP068_C	FMSP068	C			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP068_Prolif_Check.fcs	Proliferation check				Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP068_Prolif_Check	FMSP068	7			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP069_A.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP069 A.fcs	Day 0	FMSP069_A	Day_0_FMSP069_A	FMSP069	A			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP069_B.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP069 B.fcs	Day 0	FMSP069_B	Day_0_FMSP069_B	FMSP069	B			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP069_C.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP069 C.fcs	Day 0	FMSP069_C	Day_0_FMSP069_C	FMSP069	C			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP069_A.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP069 A.fcs	Day 5	FMSP069_A	Day_5_FMSP069_A	FMSP069	A			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP069_B.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP069 B.fcs	Day 5	FMSP069_B	Day_5_FMSP069_B	FMSP069	B			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP069_C.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP069 C.fcs	Day 5	FMSP069_C	Day_5_FMSP069_C	FMSP069	C			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP069_Prolif_Check.fcs	Proliferation check				Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP069_Prolif_Check	FMSP069	7			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP070_A.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP070 A.fcs	Day 0	FMSP070_A	Day_0_FMSP070_A	FMSP070	A			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP070_B.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP070 B.fcs	Day 0	FMSP070_B	Day_0_FMSP070_B	FMSP070	B			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP070_C.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP070 C.fcs	Day 0	FMSP070_C	Day_0_FMSP070_C	FMSP070	C			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP070_A.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP070 A.fcs	Day 5	FMSP070_A	Day_5_FMSP070_A	FMSP070	A			
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMSP070_B.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMSP070 B.fcs	Day 5	FMSP070_B	Day_5_FMSP070_B	FMSP070	B			
